article,pub_date,nltk_score,source
"La Jornada: Miente la OCDE sobre costos y calidad de telecomunicaciones en México, dice Slim",2012-02-01,"El empresario Carlos Slim hizo ayer una fe de erratas al documento de la OCDE sobre el mercado de telecomunicaciones en México, el que según el organismo internacional es caro y malo . Lo acompañan su hijo Carlos Slim Domit (centro) y Arturo Elías Ayub Foto Roberto García Ortiz

Míriam Posada García

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 4

El empresario Carlos Slim hizo una fe de erratas al documento presentado el lunes por la Organización para la Cooperación y el Desarrollo Económicos (OCDE), al negar que los servicios de telecomunicaciones en México sean caros y malos, y que haya baja penetración en banda ancha por culpa de Teléfonos de México (Telmex) y Telcel.

Rechazó que sus empresas sean monopolio, porque hay más operadores en el país; que haya concentración y que ello represente a los mexicanos un costo de 25 mil millones de dólares anualmente, si Telmex y Telcel venden al año 17 mil millones. No sé qué modelo usaron; son cifras atrasadas que no pueden utilizarse en un sector tan dinámico , dijo, por lo que aseguró que la OCDE miente.

Aclaró que a él no le interesa entrar al negocio de televisión abierta, pero sí a la de paga, por lo que ya cumplió todos los requisitos del Acuerdo de Convergencia de 2006. Advirtió que no admitirá más condiciones ni que un organismo como la OCDE intervenga en un acuerdo con el Estado mexicano, ante lo que reclamó certidumbre jurídica y que en el país haya reguladores fuertes que de verdad promuevan la competencia.

Criticó que el estudio de la OCDE sobre Políticas y regulación de telecomunicaciones en México haya sido elaborado por encargo y pagado por el gobierno mexicano: no sabía que la OCDE hace esto, y no sé si es normal . Sin llamarlo por su nombre, descalificó la actuación del director del organismo internacional y ex secretario de Hacienda, José Angel Gurría, al señalar que algunas personas que encabezan la OCDE vienen al país a pontificar y luego se van, pero cuando tuvieron responsabilidades en México no las cumplieron .

Slim desmenuzó las recomendaciones hechas por el organismo al gobierno mexicano para aplicarlas en el sector de telecomunicaciones, y avaló algunas de las acciones que anunció el titular de la Secretaría de Comunicaciones y Transportes, Dionisio Pérez-Jácome, con miras a promover la competencia en el sector.

No sé si resuelvan , pero es necesario que se abra el sector a la inversión foránea; de hecho, ya está abierto, y el ejemplo es Telefónica, que es una empresa 100 por ciento extranjera, pero le dan la vuelta mediante la inversión neutra, por eso deben poner las cosas claras en la ley. En Telmex y Telcel no le tienen miedo a la competencia , advirtió.

Ante esto, dijo que le parece bien la alianza entre Televisa y Iusacell: ahí lo importante es que inviertan, aunque no sé muy bien cómo queda la relación, porque Televisa tiene operación importante en televisión de paga y Iusacell da cuádruple play, pero ese es problema de los reguladores .

Advirtió que en lugar de atender un estudio con tantas inconsistencias e incongruencias, lo que el gobierno mexicano debe hacer es pedir a todos los que ya están en el mercado y a los que vengan que inviertan mucho, y que cuando haya nuevas concesiones se den con compromisos de inversión y cobertura, que no se otorguen graciosamente .",Jornada
La Jornada: Diputados piden cautela ante el supuesto espionaje,2012-02-01,"Roberto Garduño

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 14

El supuesto espionaje telefónico en la Cámara de Diputados será dilucidado sólo por la investigación que realiza la Procuraduría General de la República (PGR), coincidieron las fracciones parlamentarias de los partidos Revolucionario Institucional (PRI), Acción Nacional (PAN) y de la Revolución Democrática (PRD) en San Lázaro. Se pretende evitar especulaciones, señalaron Francisco Rojas, Alberto Pérez Cuevas y Armando Ríos.

En momentos en que se pretendía hacer rodar cabezas de funcionarios de la Cámara, a los que se les imputa sin sustento ni pruebas haber filtrado información sobre las pesquisas de la PGR, tanto Francisco Rojas como Pérez Cuevas descartaron que tal hecho pueda suceder porque sería una pésima señal, además de autoritaria, la que se trasmitiría a la población desde el recinto legislativo.

Francisco Rojas fue enfático en su postura inicial sobre el escándalo: ya les he comentado en otras ocasiones que necesitamos esperar a que la autoridad correspondiente, en este caso la Procuraduría General de la República, nos dé su peritaje. Cuando la procuraduría nos dé el peritaje, vamos a saber qué había o que no había. Me esperaré hasta que dé su peritaje porque no quiero especular sobre ese tema .

–¿Fueron entregadas más pruebas a la PGR, como prometió el presidente de la mesa directiva? –se le preguntó.",Jornada
La Jornada: Prohíbe dirigencia priísta inventar cuentas en Twitter para respaldar a Peña Nieto,2012-02-01,"Enrique Méndez

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 13

Las dirigencias nacional y estatales del PRI aprobaron ayer una nueva política de comunicación en las redes sociales, que permita incrementar la presencia del precandidato Enrique Peña Nieto sin utilizar cuentas falsas, y aprovechar el repunte de usuarios cuando arranque la campaña presidencial.

En una reunión de jefes de comunicación priístas, el equipo en la materia del Comité Ejecutivo Nacional (CEN) explicó a los voceros estatales que de los 35.6 millones de mexicanos que usan Internet, 66 por ciento tienen una cuenta de Facebook o de Twitter, y se espera que a partir de marzo ese número suba a 40 millones.

Durante el encuentro, en el salón de usos múltiples del partido, se prohibió a los priístas inventar cuentas para seguir a Peña Nieto, y dijo que se denunció a Twitter que había 13 mil falsos seguidores del priísta, para que los dé de baja.

De acuerdo con fuentes del CEN, a los voceros estatales se les informó que aun así, con sus 369 mil 600 seguidores, el ex gobernador del estado de México ocupa el quinto lugar mundial entre políticos con mayor número de adeptos, pero que en contraste 99 por ciento de los tuits dirigidos a él son negativos, de trolls, o bien comentarios que no le permiten presentar propuestas, y sólo uno por ciento pregunta.",Jornada
"La Jornada: Abrir 100% a extranjeros las telecomunicaciones, meta de este gobierno, señala la SCT",2012-02-01,"Dionisio Pérez-Jácome, titular de la Secretaría de Comunicaciones y Transportes, durante la conferencia de prensa de ayer para anunciar el proyecto del gobierno federal de abrir 100 por ciento a capitales extranjeros las telecomunicaciones Foto Cristina Rodríguez

Roberto González Amador

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 2

El gobierno federal busca que inversionistas extranjeros participen hasta con 100 por ciento del capital en empresas de telecomunicaciones, sector que va desde la televisión abierta y de paga, pasa por los servicios de telefonía fija y móvil, a la radiodifusión y el Internet, y ahora está reservado mayoritariamente a empresarios nacionales.

Estamos dialogando con legisladores para que se avance en este sentido antes de que concluya la actual administración, anunció este martes Dionisio Pérez-Jácome Friscione, titular de la Secretaría de Comunicaciones y Transportes (SCT).

La intención de abrir en su totalidad el sector de las telecomunicaciones al capital privado extranjero forma parte de una serie de acciones para buscar mayor competencia en esta rama, ampliar la oferta de servicios a los usuarios y llevar las tecnologías de la información y la comunicación a cada vez más comunidades, incluidas aquellas geográficamente remotas de los centros urbanos y semiurbanos, añadió el funcionario en una conferencia de prensa.

El gobierno federal busca que se hagan adecuaciones al marco legal para mejorar las condiciones de competencia, expuso. Una de ellas –anticipó– es permitir hasta 100 por ciento de capital extranjero en el sector de telecomunicaciones.

En la telefonía móvil ya se permite 100 por ciento de inversión extranjera y en el resto hay una limitación hasta de 49 por ciento. Es benéfico para la competencia incrementar ese límite a 100 por ciento , declaró.",Jornada
"La Jornada: Investigaciones de la PGR, guerra sucia del gobierno, acusan senadores priístas",2012-02-01,"Víctor Ballinas, Roberto Garduño y Alma Muñoz

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 12

De guerra sucia calificaron priístas la investigación que mantiene la Procuraduría General de la República (PGR) sobre tres ex gobernadores de Tamaulipas, misma que, además, fue cuestionada por diputados del PRD, al calificarla de sospechosa , porque es un ejemplo nefasto de la judicialización política , y exigieron que las autoridades determinen si se trata de un despliegue publicitario con fines políticos.

Los senadores priístas Francisco Labastida Ochoa, Carlos Jiménez Macías y Francisco Arroyo Vieyra aseveraron que la información difundida el pasado lunes en relación con los ex gobernadores tamaulipecos Manuel Cavazos Lerma, Tomás Yarrington y Eugenio Hernández Flores es una guerra sucia del gobierno federal en contra del PRI , e hicieron ver la necesidad de llamar a comparecer a la titular de la PGR, Marisela Morales. Porque esto ya lo hicieron en Jalisco, Guerrero, Michoacán y Quintana Roo, previo o enmedio de procesos electorales , recordaron.

Opinaron que “es grave y perverso el uso de las instituciones de justicia de manera facciosa en contra del PRI. Cuando Andrés Manuel López Obrador suba en las encuestas –alertaron–, le van a aplicar la misma medicina”.

Labastida Ochoa, quien fue secretario de Gobernación, subrayó que “el gobierno del presidente Calderón no debe utilizar las instituciones de procuración de justicia con fines políticos. Por las fechas y las características, es una continuación de la guerra sucia, del michoacanazo”.",Jornada
La Jornada: Descubren narcotúnel en Nogales,2012-02-01,"Ulises Gutiérrez Ruelas

Corresponsal

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 24

Hermosillo, Son. La PGR informó este martes que fue descubierto un túnel en construcción que iba a utilizarse para el tráfico de drogas en la ciudad fronteriza de Nogales, donde se aprehendió a siete personas. En un comunicado, se indicó que el túnel se iniciaba en una falsa fábrica de figuras de yeso, a unos metros de la línea divisoria entre Nogales, Sonora, y Nogales, Arizona. Aunque la PGR no informó el nombre de los detenidos, el comunicado señala que son integrantes del cártel de Sinaloa. Fueron aprehendidos el sábado anterior por elementos del Ejército Mexicano y de la PGR, y este martes ya se encontraban en una casa de arraigos en el DF, en cumplimiento de una orden girada por el juez cuarto de lo penal, a nivel federal, especializado en cateos.",Jornada
La Jornada: Alcalde: tres meses acuartelarán a policías,2012-02-01,"Rubén Villalpando

Corresponsal

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 24

Ciudad Juárez, Chih. El presidente municipal, Héctor Murguía Lardizábal, dio a conocer que se prevé que los policías municipales duren aproximadamente tres meses acuartelados, para protegerlos de manera similar a como se hace con los agrupamientos de la Policía Federal. Según el edil, al momento se efectúan investigaciones “no sólo contra El Tin Tan para determinar la responsabilidad de éste en los asesinatos de agentes de la secretaría de seguridad pública municipal (11 de ellos perpetrados durante enero de 2012), pues también algunos agentes de la misma corporación están siendo investigados por poner (colocar a disposición de criminales) a sus compañeros”. El Tin Tan es un sujeto a quien el secretario de seguridad pública de Juárez, Julián Leyzaola Pérez, identificó como Juan Antonio Morales, al que atribuyó ser jefe del grupo criminal Los Aztecas, así como quien ordenó los homicidios de policías locales cometidos en enero. El jefe policiaco presentó el domingo anterior una supuesta foto de El Tin Tan, que resultó ser de un vecino de El Paso, Texas, quien aseguró este martes no tener vínculo alguno con la delincuencia organizada.",Jornada
La Jornada: Capturan a presunto secuestrador,2012-02-01,"Gustavo Castillo

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 24

La Secretaría de Seguridad Pública federal dio a conocer que policías federales detuvieron en Cuautitlán, estado de México, a José Martín Jiménez Martínez, El Porro, integrante de la banda de secuestradores conocida como Los Petriciolet, por quien la Procuraduría General de la República (PGR) ofrecía 15 millones de pesos de recompensa a quien proporcionara información que llevara a su captura. Jiménez Martínez fue agente de la PGR de 1993 a 2008 y, según la Policía Federal, tras su aprehensión fue trasladado al Centro Federal de Readaptación Social en Nayarit.",Jornada
La Jornada: Admite la PGR: personal sustantivo incurre en funciones indebidas,2012-02-01,"Gustavo Castillo García

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 21

La Procuraduría General de la República (PGR) enfrenta debilidades, como funciones indebidamente ejecutadas por personal sustantivo (agentes federales de investigación, del Ministerio Público y peritos), existe investigación de delitos deficiente y hay órdenes de aprehensión que los jueces conceden pero no se efectúan , señala el mapa de riesgo que la Visitaduría General de la dependencia elaboró como parte de las acciones para combatir la corrupción en la institución.

Lo anterior fue dado a conocer en el marco de la inauguración de un salón de usos múltiples y de coloquios contra la corrupción , en los cuales la Secretaría de la Función Pública (SFP) informó que en lo que va del sexenio 7 mil 550 servidores han sido sancionados por cometer ilícitos.

Durante el acto, el visitador César Alejandro Chávez Flores comentó que la PGR ya elaboró un diagnóstico sobre los riesgos para conocer por qué se corrompen quienes trabajan en la dependencia.

Entre los factores, explicó, destaca que no existe control suficiente sobre quienes tienen acceso a información y ello provoca que ocurran filtraciones que luego afectan las indagatorias.",Jornada
La Jornada: Se perfila que el IFE no sancionará por ahora a ninguno de los precandidatos,2012-02-01,"Alonso Urrutia

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 14

La avalancha de quejas mutuas que promovieron todos los partidos no encontrará sanción en el Instituto Federal Electoral (IFE) si se aprueban en la sesión del Consejo General los proyectos que este martes hizo circular la secretaría ejecutiva, en los que se exonera de toda acusación a todos los precandidatos.

Conforme a los documentos distribuídos, se declarará no procedente la queja que promovió el Partido Acción Nacional (PAN) en contra de Enrique Peña Nieto, a quien acusa de tener un activismo ilegal en su calidad de precandidato único, al celebrar un conjunto de actos públicos que, según el recurso, están prohibidos por la ley. Bajo el amparo de los criterios que adoptó el IFE respecto de los precandidatos, ratificados por el Tribunal Electoral del Poder Judicial de la Federación (TEPJF), no hay violación alguna por parte del ex gobernador mexiquense, por lo que el proyecto se propondrá infundado.

Con ese mismo carácter de infundados, se proyectan las quejas que el Partido Revolucionario Institucional (PRI) promovió en contra de los precandidatos panistas Josefina Vázquez Mota y Ernesto Cordero, así como contra el aspirante del Movimiento Progresista Andrés Manuel López Obrador. En el primer caso, se desestimó que la difusión de promocionales sobre la feria de libro celebrada en Tabasco, donde participaría la aspirante panista, pudieran ser considerados actos anticipados de campaña.",Jornada
"La Jornada: La cultura debe ser un pilar de la política democrática, sostiene Cordera Campos",2012-02-01,"Emir Olivares Alonso

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 16

Académicos, economistas e investigadores universitarios rindieron un homenaje al profesor emérito de la Universidad Nacional Autónoma de México (UNAM) Rolando Cordera Campos, con motivo de su 70 aniversario.

En el acto –organizado por la Facultad de Economía de la máxima casa de estudios y por el Instituto de Educación para la Transición Democrática– familiares, amigos, alumnos, colegas y personajes de la vida política describieron a Cordera Campos como un académico inteligente, paciente, tolerante, formador de talentos, líder, congruente y crítico del actual sistema económico.

Rememoraron su ímpetu como líder estudiantil en la década de los 60; su etapa al regresar a México después de estudiar el doctorado en Londres y cómo se encontró con el movimiento de 1968, al que se sumó como un joven profesor; su impulso al sindicalismo en el interior de la casa de estudios en los años 70; sus aportaciones a la izquierda mexicana y su labor como formador de jóvenes economistas.

En cuatro mesas: El compromiso con la izquierda, Economía: el compromiso con el desarrollo y la inclusión, El compromiso con la universidad pública y El maestro imprescindible de los economistas mexicanos, que se realizaron durante todo el día, se analizaron sus aportes a las investigaciones económicas en México y América Latina.

El homenajeado, quien fue miembro de la Junta de Gobierno de la UNAM de 2000 a 2011, agradeció este ejercicio que me agobió. Si algún homenaje o medalla merezco es por la disciplina que di cuenta todo el día de hoy... Quienes urdieron este encierro son muy eficaces conspiradores, pues cuando me enteré de qué se trataba, ya era un hecho consumado .

La universidad ha representado –afirmó– un espacio en el que tomé conciencia de la importancia del diálogo y el respeto por las ideas. Recordó varias de sus pérdidas en 2011, como las muertes de su hermano Rafael y de sus amigos Carlos Monsiváis y Bolívar Echeverría.

Subrayó que a los universitarios toca hacer de la cultura una fuerza decisiva de la política democrática, para que ésta sea en verdad transformadora y le dé intensidad a la consistencia social .

El rector de la UNAM, José Narro Robles –quien clausuró los trabajos– resaltó que el centro del quehacer de las universidades son los estudiantes. Pero es a los profesores a quienes corresponde la formación de esas generaciones, por lo que una casa de estudios es tan buena como su planta académica . Enfatizó que la Universidad Nacional no puede sustraerse de esa condición y el homenajeado es uno de esos docentes de alto nivel.

Destacó que además de profesor, economista, defensor de ideas y formador de nuevas generaciones, Cordera Campos es un ser humano que logra convocar y no pasa inadvertido. Siempre se encuentra en él una actitud favorable, disposición para participar en algo y tiene una enorme capacidad para comprometer (a otros). Es difícil decirle que no, porque siempre está en asuntos de fondo. Cuando se le ocurre algo, realmente lo va a concluir .

Previamente, en la mesa en la que se habló de su compromiso con la universidad pública, los ex rectores de la casa de estudios, Jorge Carpizo y José Sarukhán destacaron la trayectoría académica de Cordera Campos.",Jornada
La Jornada: Iusacell acudirá a instancias judiciales si la CFC rechaza alianza con Televisa: Ruiz Vega,2012-02-01,"Míriam Posada García

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 3

Si la Comisión Federal de Competencia (CFC) rechaza la alianza entre Televisa y Iusacell, la telefónica solicitará la reconsideración del caso ante el pleno, y si persistiera la negativa del regulador, llegaría a instancias judiciales, aseguró el director de Cumplimiento Regu- la torio de Grupo Iusacell Eduardo Ruiz Vega.

El ex integrante de la Comisión Federal de Telecomunicaciones (Cofetel) señaló que legalmente no existe impedimento alguno para que se autorice la alianza entre Televisa y Iusacell, porque se trata de una adquisición de deuda para capitalizar la telefónica, propiedad de Ricardo Salinas Pliego, la cual es una empresa ajena al negocio de la televisión y sus contenidos, de tal forma que no hay coincidencia en los negocios.

Detalló que Iusacell es una empresa de telefonía móvil con una participación de mercado de 4 por ciento, y que puede incidir en éste, como cuando introdujo la banda ancha móvil (BAM), pero que tiene límites, a diferencia de empresas como Teléfonos de México o Telcel, que sí conducen el mercado por la dominancia que ejercen.

A una semana de que el pleno de la CFC tomara una decisión sobre la alianza entre Televisa y Iusacell, pero la mantenga en reserva al amparo del artículo 31 bis de la Ley Federal de Competencia Económica, Ruiz Vega destacó que la operación entre ambas empresas es tan viable que hasta la Organización para la Cooperación y el Desarrollo Económicos (OCDE) la mencionó en su estudio sobre políticas y regulación de telecomunicaciones en México –presentado el lunes–, como la entrada de un importante competidor e inversionista.

Ante la incertidumbre sobre la resolución del pleno de la CFC, señaló que la negativa tendría un impacto importante en Iusacell, ya que no se trata de una fusión, sino de la adquisición de deuda para capitalizarla. Enfatizó que los involucrados en este negocio no habían considerado que la CFC se fuera a tardar tanto en resolver, sobre todo porque el mercado de las telecomunicaciones es uno de los más analizados por el regulador, porque tal vez sea el sector en el que se han realizado más licitaciones, y esta concepción se aplica a Telcel, Telefónica y Nextel, entre otros, de tal forma que se conocen perfectamente las condiciones del mercado relevante.",Jornada
"La Jornada: Rápido y furioso, cuarto plan de Estados Unidos sobre trasiego de armas en 5 años",2012-02-01,"Afp

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 20

Washington, 31 de enero. El polémico programa Rápido y furioso, que permitió la entrada de armas a México para supuestamente detener a grandes traficantes, fue el cuarto desde 2006 que aplicó una estrategia similar, revela un informe de un legislador demócrata estadunidense.

Rápido y furioso, que se aplicó entre 2009 y 2010, fue la cuarta operación desde 2006, en las que no se decomisaron armas que pudieron y debieron haber sido interceptadas por agentes de seguridad , manifesta el reporte del congresista Elijah Cummings.

Las operaciones fueron dirigidas desde la oficina de Phoenix, Arizona (fronterizo con México), de la Agencia de Alcohol, Tabaco y Armas (ATF, por su sigla en inglés), sostiene el documento de Cummings, demócrata de mayor rango en la Comisión de Supervisión y Reforma del Gobierno de la Cámara de Representantes.

La comisión investiga desde el año pasado la operación Rápido y furioso, que permitió el tráfico de casi 2 mil armas a México. A gran parte de éstas se les perdió el rastro entre noviembre de 2009 y finales de 2010.

La mayoría republicana de dicha comisión ha impulsado numerosas audiencias e interrogado a más de dos decenas de funcionarios para ver si la operación fue autorizada o conocida por el fiscal general, Eric Holder, o el presidente Barack Obama.",Jornada
"La Jornada: La apertura, signo de debilidad del gobierno de Calderón: legisladores",2012-02-01,"Roberto Garduño, Víctor Ballinas, Alma E. Muñoz, Georgina Saldierna y Andrea Becerril, enviada

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 3

La pretensión gubernamental de aumentar a 100 por ciento la participación del capital extranjero en el sector de telecomunicaciones recibió críticas y oposición inmediata de actores políticos, y fue calificada como un signo de debilidad del gobierno de Felipe Calderón. Hasta el diputado panista Carlos Alberto Pérez Cuevas consideró necesario revisar la propuesta .

Las telecomunicaciones –dijo– son un área estratégica en la economía del país. En principio, se tiene que explorar la posibilidad. No podemos manejarnos sobre temas tabú si queremos construir una economía competitiva. Asimismo, resaltó que en toda legislación sobre el tema se debe cuidar la sana competencia y que gane el consumidor.

Esa intención demuestra la vergonzosa dependencia de Felipe Calderón al capital trasnacional o del gobierno de Estados Unidos, afirmo Mauricio Toledo, integrante de la Comisión de Radio y Televisión de la Cámara de Diputados, quien expuso que el anuncio del secretario de Comunicaciones y Transportes, Dionisio Pérez-Jácome, deberá ser cuestionado por todos los sectores de la sociedad, porque “hipoteca, en un capítulo más, la soberanía nacional, al poner en manos de extranjeros bienes fundamentales, como son las señales radioeléctricas, que por ley deben pertenecer al Estado.",Jornada
"La Jornada: El narco, la única economía viva en la sierra Tarahumara, afirma indígena",2012-02-01,"Miroslava Breach Velducea y Laura Poy

Corresponsal y reportera

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 15

Chihuahua, Chih., 31 de enero. El narcotráfico es la única economía viva que queda en la sierra Tarahumara, y los indígenas no pueden vivir de sus artesanías, porque los turistas ya no llegan a esa región por miedo , afirmó Rosalba Loya García, representante de comunidades rarámuris, durante el acto en el que el gobernador César Duarte presentó el programa Chihuahua con Vida, con el cual se pretende combatir la hambruna en las etnias.

Ante funcionarios estatales y representantes de 33 organizaciones filantrópicas que han enviado apoyos alimentarios a poblaciones de la tarahumara, Loya García advirtió que los indígenas no aceptarán que les quieran cambiar despensas por votos, con miras a las elecciones federales de julio próximo.

Está bien que te ocupes de las carencias, gobernador César Duarte. El sufrimiento no debió llegar a tanto. Está bien que traigas apoyos para comer y pasar el frío; que busques las buenas conciencias de los poderosos, pero te decimos que por la ayuda no quieran algo más que agradecimientos y tampoco queremos que los empleados del gobierno se queden con lo que no es para ellos , le advirtió Loya García al mandatario.

La representante de los rarámuris pidió también que en la sierra Tarahumara se creen fuentes de trabajo para los integrantes de los grupos indígenas a fin de que tengan posibilidades de procurar el sustento de sus familias.

No esperamos que el gobierno venga otra vez a darnos comida y cobijo, sino apoyos para que por nosotros mismos podamos vivir del trabajo de nuestras manos. No queremos que piensen que el rarámuri, el pima, el tepehuán o el guarojío sólo sabe estirar la mano. Queremos trabajar , aclaró Loya García.

Durante la presentación del programa Chihuahua con Vida, el gobernador Duarte relanzó el programa de apoyo alimentario emergente para la serranía y comunidades de otras regiones del estado afectadas por la sequía.",Jornada
La Jornada: Gobernación da a conocer prioridades de la agenda legislativa del gobierno federal,2012-02-01,"Alonso Urrutia

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 22

Aun cuando el próximo periodo de sesiones del Congreso coincidirá con el proceso electoral, el secretario de Gobernación, Alejandro Poiré, dio a conocer una amplia agenda legislativa con las prioridades del gobierno federal, en gran parte integrada por leyes relacionadas con la seguridad pública: la ley de extinción de dominio, los cambios a la Ley de Seguridad Nacional, las reformas al Código de Justicia Militar y en contra del lavado de dinero, la nueva ley de testigos protegidos y la última iniciativa sobre cadenas delictivas, entre otras.

Poiré consideró que más allá de la importancia de las campañas políticas, el gobierno considera que es importante sacar adelante las reformas que el país y la sociedad necesitan . Además de citar extensamente las iniciativas que deberían ser aprobadas en este periodo, mencionó que impulsarán una reforma política e insistirán en que se apruebe la reforma laboral.

Sin embargo, el titular de Gobernación enfatizó en la prioridad que tienen los cambios jurídicos para fortalecer las instituciones de seguridad, y describió con un poco de mayor detalle la relacionada con las cadenas delictivas:",Jornada
La Jornada: Cambio de gobiernos en México y EU no alterará los programas anticrimen,2012-02-01,"Ciro Pérez Silva

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 21

La estrategia contra el crimen organizado que México y Estados Unidos han puesto en marcha va a continuar, independientemente de la decisión que ambos pueblos tomen en las elecciones presidenciales de este año, aseguró la subsecretaria de Estado para Asuntos Políticos del país vecino, Wendy Sherman.

No hay partido político en nuestras naciones que no quiera frenar el tráfico de drogas , subrayó en conferencia de prensa al ser interrogada sobre la permanencia de la estrategia común y programas como la Iniciativa Mérida de darse un cambio de partido en el gobierno. La gente puede tener otras ideas igualmente valiosas, pero la estrategia que compartimos ha sido efectiva. Las decisiones que ha tomado el gobierno de México han sido valientes, porque se ha confrontado la violencia de delincuentes trasnacionales y organizados, lo cual no es algo fácil , señaló.

Asesora especial del ex presidente William Clinton, coordinadora de políticas hacia Corea del Norte e integrante de la Comisión para la Prevención de Armas de Destrucción Masiva, Proliferación y Terrorismo, Wendy Sherman subrayó que el presidente de Estados Unidos, Barack Obama, comparte la responsabilidad en la lucha contra el narcotráfico, porque la demanda de drogas en ese país es parte del problema. Nos preocupa también que ello ocurre en México”, apuntó.",Jornada
La Jornada: Rechaza el PAN que el gobierno federal emprenda una guerra sucia contra el PRI,2012-02-01,"Andrea Becerril

Enviada

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 10

San Miguel Allende, Gto., 31 de enero. La dirigencia nacional del PAN rechazó que desde el gobierno federal se haya emprendido una guerra sucia contra el PRI, consideró sólo un error la alerta fallida contra tres ex gobernadores del tricolor en Tamaulipas e insistió en que los 25 millones de pesos transportados en un avión del gobierno de Veracruz son parte del financiamiento ilegal a la campaña de Enrique Peña Nieto, que llevan a cabo los gobernadores.

Después de reunirse con los senadores de su partido, el presidente nacional del PAN, Gustavo Madero, dijo que desconoce el entramado jurídico en torno al asunto de los ex gobernadores tamaulipecos, pero está seguro de que no se está haciendo uso político electoral de la justicia.

Quien no tiene cola que le pisen, que no se preocupe , comentó, mientras que legisladores como Felipe González sostuvieron que todo se debió al error de un funcionario menor de la Secretaría de Comunicaciones y Transportes (SCT) y que detrás de ello no estuvo la mano del gobierno federal.",Jornada
La Jornada: Niega Peña Nieto que el dinero incautado al gobierno de Veracruz fuera para su campaña,2012-02-01,"Enrique Peña Nieto, abanderado de la Alianza Compromiso por México a la Presidencia de la República, dijo ayer en Apizaco, Tlaxcala, que un gobierno eficiente sólo será posible si realmente se generan más empleos para todos los mexicanos

Rosa Elvira Vargas

Enviada

Periódico La Jornada

Miércoles 1º de febrero de 2012, p. 9

Apizaco, Tlax. 31 de enero. Enrique Peña Nieto rechazó categóricamente que los 25 millones de pesos decomisados al gobierno de Veracruz el viernes de la semana pasada fueran para su campaña electoral.

En referencia a los tres ex gobernadores de Tamaulipas sujetos a una averiguación previa por parte de la Procuraduría General de la República (PGR) lo definió como un hecho de enormes confusiones , el cual resulta extraño y fuera de contexto, sobre todo porque uno de ellos inició su gestión hace más de 18 años, y justo en el momento de este proceso electoral resulta que hay aparentes investigaciones .

En conferencia de prensa, luego de reunirse con la estructura territorial del Partido Revolucionario Institucional (PRI) en Tlaxcala, señaló: Me parece poco serio que a todo lo que ocurre en el diario acontecer la única responsabilidad y a quien debe atribuírsele lo que está pasando es a un servidor . Hechos como éstos seguirán siendo la constante contra el PRI, pero dijo que él aguardará para conocer el resultado de este caso.

Lo difundido el lunes contra los ex mandatarios tamaulipecos Manuel Cavazos Lerma –precandidato al Senado–, Tomás Yarrington y Eugenio Hernández Flores fue previsto por el abanderado priísta como el inicio de lo que varios suponemos vendrá, si bien espero que no sea así: una andanada de acciones, de especulaciones, de señalamientos de parte de las autoridades del Estado mexicano, justamente en el proceso electoral .

En la plaza de toros Rodolfo Rodríguez, El Pana, donde se encontró sobre todo con campesinos e integrantes de la clase política tlaxcalteca, muchos de los cuales sin embargo iniciaron la salida cuando aún no había concluido su discurso, Peña Nieto saludó a la ex gobernadora de esta entidad, Beatriz Paredes, como nuestra abanderada y próxima jefa de Gobierno en la capital del país. Y con ello pasó por alto la decisión del PRI de elegir al candidato a ese cargo mediante elección abierta, a realizarse el próximo 18 de marzo.",Jornada
